rating_id,user_id,anime_id,rating
102,203,26,5.0
103,155,71,4.0
104,276,133,5.0
105,127,44,5.0
106,315,117,4.5
107,473,71,5.0
108,199,48,3.0
109,139,103,5.0
110,185,117,5.0
111,116,30,4.5
112,17,7,5.0
113,317,74,4.0
114,224,39,5.0
115,400,26,4.5
116,195,21,5.0
117,62,126,4.5
118,469,27,5.0
119,173,96,4.5
120,82,69,4.0
121,280,93,4.5
122,390,71,4.0
123,41,113,5.0
124,210,40,4.5
125,282,63,5.0
126,220,49,5.0
127,184,121,5.0
128,158,51,3.5
129,199,32,4.5
130,387,56,4.5
131,13,83,4.0
132,148,111,4.5
133,376,105,5.0
134,120,4,4.0
135,182,119,4.5
136,72,14,4.0
137,250,55,5.0
138,389,64,5.0
139,121,77,4.0
140,386,78,4.0
141,29,48,5.0
142,340,38,4.0
143,261,91,4.5
144,168,117,4.0
145,325,7,5.0
146,202,45,5.0
147,287,44,3.5
148,447,98,4.5
149,37,124,5.0
150,81,18,5.0
151,77,134,5.0
152,279,111,4.5
153,219,34,4.0
154,9,77,4.0
155,486,37,4.5
156,492,37,4.5
157,325,42,5.0
158,119,9,5.0
159,234,125,3.5
160,303,100,5.0
161,332,84,4.5
162,426,97,4.0
163,247,95,5.0
164,252,102,5.0
165,373,23,5.0
166,154,54,4.0
167,285,108,5.0
168,441,60,3.0
169,454,61,5.0
170,428,56,4.5
171,267,113,4.5
172,400,17,4.5
173,242,29,5.0
174,48,107,5.0
175,105,61,5.0
176,20,118,5.0
177,70,103,4.5
178,337,4,5.0
179,158,121,4.5
180,28,117,5.0
181,493,71,5.0
182,320,120,4.0
183,450,123,5.0
184,369,87,5.0
185,139,82,5.0
186,263,16,4.5
187,247,131,4.0
188,82,91,5.0
189,56,68,4.5
190,52,92,5.0
191,381,32,4.5
192,213,63,5.0
193,217,46,5.0
194,117,26,4.5
195,427,116,4.5
196,288,73,4.5
197,202,57,4.0
198,315,24,5.0
199,451,63,5.0
200,396,132,3.0
201,68,128,3.0
202,288,33,5.0
203,450,2,5.0
204,214,32,5.0
205,84,86,5.0
206,359,45,5.0
207,139,13,5.0
208,256,6,5.0
209,365,125,5.0
210,254,129,5.0
211,377,34,5.0
212,159,134,5.0
213,309,87,5.0
214,245,99,4.0
215,361,50,5.0
216,243,21,5.0
217,3,400,4.5
218,314,27,4.5
219,32,44,5.0
220,165,84,4.0
221,483,25,5.0
222,251,34,5.0
223,116,20,4.5
224,217,12,4.5
225,65,57,5.0
226,338,74,4.5
227,349,24,5.0
228,221,103,5.0
229,160,4,4.0
230,491,3,4.5
231,186,94,4.5
232,26,87,5.0
233,344,95,4.0
234,496,36,5.0
235,266,41,4.0
236,202,77,5.0
237,144,39,4.0
238,284,82,5.0
239,11,125,5.0
240,242,81,5.0
241,7,28,5.0
242,165,79,5.0
243,127,78,5.0
244,5,20,5.0
245,442,124,5.0
246,179,32,5.0
247,142,117,4.0
248,265,13,4.0
249,8,17,3.5
250,486,111,4.5
251,122,97,5.0
252,351,7,5.0
253,74,111,4.5
254,64,106,5.0
255,190,37,4.5
256,373,41,3.5
257,100,111,5.0
258,255,122,5.0
259,362,39,4.5
260,32,32,5.0
261,321,38,4.5
262,53,125,5.0
263,455,35,3.5
264,421,125,4.5
265,80,35,3.0
266,368,77,4.0
267,148,72,5.0
268,304,117,5.0
269,256,56,5.0
270,490,87,4.5
271,220,127,5.0
272,481,89,4.5
273,213,35,4.0
274,16,59,5.0
275,231,3,3.5
276,174,70,4.0
277,330,60,4.5
278,367,33,5.0
279,454,56,5.0
280,104,31,5.0
281,291,93,5.0
282,306,47,4.5
283,458,116,5.0
284,197,93,5.0
285,415,133,5.0
286,52,70,4.5
287,170,13,5.0
288,297,89,5.0
289,474,4,4.5
290,365,13,5.0
291,334,123,5.0
292,209,101,5.0
293,267,25,4.0
294,294,12,5.0
295,102,93,4.0
296,351,106,4.5
297,110,83,5.0
298,465,44,5.0
299,165,33,5.0
300,92,56,4.5
301,75,58,4.0
302,146,116,5.0
303,243,35,4.5
304,339,75,4.5
305,131,10,5.0
306,152,49,4.5
307,5,116,2.0
308,243,126,3.5
309,180,41,4.5
310,199,4,4.0
311,17,50,5.0
312,367,79,5.0
313,29,127,4.5
314,439,53,5.0
315,348,24,4.5
316,39,103,4.0
317,265,70,4.0
318,386,68,4.0
319,438,89,5.0
320,86,61,4.0
321,371,35,3.0
322,209,92,3.5
323,278,127,4.0
324,484,107,5.0
325,123,128,3.5
326,1,102,4.0
327,50,22,4.0
328,249,102,5.0
329,260,58,5.0
330,466,17,4.0
331,112,5,5.0
332,245,115,4.0
333,81,62,4.0
334,355,10,4.0
335,172,52,5.0
336,13,6,4.5
337,489,29,4.0
338,67,20,4.0
339,153,74,4.0
340,68,57,5.0
341,14,23,4.0
342,392,107,4.0
343,17,112,5.0
344,151,101,4.5
345,347,76,4.5
346,230,44,4.0
347,339,71,4.5
348,62,57,5.0
349,253,49,5.0
350,300,130,5.0
351,419,71,4.0
352,257,75,5.0
353,236,126,5.0
354,365,19,3.5
355,13,113,4.5
356,338,94,3.5
357,376,48,4.5
358,1,147,4.5
359,106,53,5.0
360,84,102,4.0
361,134,62,4.5
362,378,23,4.0
363,419,59,4.5
364,344,94,5.0
365,111,30,4.5
366,150,81,5.0
367,256,94,4.5
368,402,15,5.0
369,347,9,4.5
370,144,84,5.0
371,49,106,4.5
372,14,7,4.0
373,98,38,5.0
374,394,92,4.5
375,373,81,5.0
376,255,51,5.0
377,9,35,3.0
378,279,30,5.0
379,424,16,5.0
380,276,103,4.5
381,197,53,4.5
382,273,126,4.5
383,463,93,3.5
384,22,120,5.0
385,419,12,4.5
386,55,2,5.0
387,226,56,4.5
388,451,17,4.0
389,323,98,5.0
390,300,53,5.0
391,32,91,5.0
392,232,18,3.5
393,290,58,5.0
394,168,129,5.0
395,110,119,4.0
396,141,68,4.5
397,115,70,5.0
398,66,125,4.5
399,487,120,4.0
400,45,129,5.0
401,195,126,4.0
402,342,8,5.0
403,274,80,5.0
404,315,90,4.5
405,103,54,4.0
406,169,64,5.0
407,79,89,4.5
408,31,105,4.0
409,50,102,5.0
410,314,19,4.5
411,331,125,5.0
412,93,95,3.5
413,68,5,5.0
414,210,110,5.0
415,246,68,5.0
416,204,9,5.0
417,7,8,4.5
418,88,67,5.0
419,168,133,4.5
420,338,64,5.0
421,240,65,5.0
422,349,1,5.0
423,89,38,4.0
424,309,46,5.0
425,233,70,5.0
426,88,18,5.0
427,218,91,5.0
428,320,70,4.5
429,31,32,5.0
430,12,45,4.0
431,239,73,3.0
432,442,107,5.0
433,242,114,5.0
434,185,80,5.0
435,120,128,3.0
436,158,99,4.5
437,457,12,5.0
438,252,23,5.0
439,36,23,4.5
440,314,75,4.0
441,22,74,4.5
442,486,51,4.5
443,166,22,4.0
444,295,83,4.0
445,478,38,5.0
446,465,75,5.0
447,96,53,4.5
448,283,55,5.0
449,414,64,3.5
450,126,7,5.0
451,256,118,5.0
452,216,112,4.5
453,26,60,5.0
454,242,109,4.5
455,31,51,4.5
456,273,32,4.0
457,272,68,5.0
458,16,91,3.5
459,278,61,4.5
460,28,119,4.0
461,447,4,4.0
462,10,53,4.5
463,452,42,4.0
464,178,46,5.0
465,362,56,5.0
466,364,62,4.0
467,436,98,5.0
468,83,89,4.5
469,16,123,5.0
470,180,89,4.5
471,179,46,4.5
472,176,72,4.5
473,293,105,4.0
474,380,130,5.0
475,452,25,5.0
476,145,110,5.0
477,51,96,5.0
478,424,124,4.5
479,454,58,4.5
480,251,125,5.0
481,398,8,5.0
482,131,20,4.0
483,479,115,5.0
484,464,114,5.0
485,256,67,4.5
486,255,63,5.0
487,377,18,4.0
488,17,20,4.5
489,421,131,4.5
490,104,133,5.0
491,350,66,4.5
492,81,110,4.5
493,95,37,4.0
494,54,49,4.0
495,41,8,4.5
496,124,30,5.0
497,219,130,4.5
498,366,116,4.0
499,116,83,5.0
500,245,71,4.0
501,167,101,5.0
502,34,37,3.5
503,122,84,4.0
504,184,123,3.5
505,88,113,5.0
506,476,83,4.5
507,331,98,4.0
508,143,25,4.5
509,57,52,3.5
510,159,110,5.0
511,463,118,4.5
512,155,29,5.0
513,171,121,3.5
514,23,63,3.0
515,50,128,2.0
516,113,103,5.0
517,327,12,5.0
518,239,6,4.5
519,321,55,4.5
520,122,38,5.0
521,29,79,4.5
522,256,15,4.5
523,273,106,4.5
524,50,126,4.0
525,296,119,5.0
526,443,47,3.5
527,178,99,4.0
528,376,121,5.0
529,350,71,4.0
530,147,104,4.5
531,373,16,4.5
532,358,129,4.0
533,301,30,5.0
534,489,69,4.0
535,38,13,5.0
536,29,68,5.0
537,464,81,5.0
538,312,38,4.0
539,260,128,2.5
540,302,1,4.0
541,326,86,5.0
542,482,121,4.0
543,81,123,5.0
544,103,63,4.5
545,165,56,5.0
546,6,107,5.0
547,250,19,4.0
548,469,117,5.0
549,335,79,4.5
550,419,110,5.0
551,304,107,5.0
552,28,48,5.0
553,425,3,5.0
554,265,7,5.0
555,480,26,5.0
556,338,24,5.0
557,265,17,4.5
558,400,15,5.0
559,24,30,4.5
560,229,17,5.0
561,481,127,4.5
562,355,119,5.0
563,457,28,4.0
564,9,103,5.0
565,500,33,5.0
566,94,83,5.0
567,16,28,5.0
568,84,123,3.5
569,312,40,4.5
570,424,121,5.0
571,5,16,5.0
572,125,115,4.5
573,421,128,3.0
574,387,92,4.0
575,99,119,4.0
576,69,126,4.0
577,407,121,4.5
578,359,48,4.0
579,175,128,3.5
580,483,8,5.0
581,48,22,3.5
582,339,38,3.5
583,278,9,4.5
584,287,126,4.0
585,447,10,5.0
586,29,20,4.5
587,430,8,4.0
588,466,42,4.5
589,254,125,4.5
590,425,99,3.5
591,200,132,4.0
592,313,23,5.0
593,29,33,4.5
594,475,96,4.5
595,179,40,4.5
596,376,5,4.0
597,229,89,3.5
598,238,1,5.0
599,377,100,4.5
600,139,24,4.5
601,222,27,4.0
602,31,52,4.5
603,345,4,4.5
604,231,46,5.0
605,154,105,4.5
606,211,93,4.5
607,412,73,3.0
608,25,104,5.0
609,143,132,3.5
610,338,53,4.0
611,147,52,4.5
612,417,38,5.0
613,43,106,4.5
614,380,11,5.0
615,427,84,5.0
616,319,112,5.0
617,341,11,5.0
618,478,93,5.0
619,64,20,4.5
620,54,102,4.0
621,12,66,4.5
622,290,117,4.0
623,137,89,5.0
624,499,94,4.5
625,151,109,4.5
626,139,46,4.5
627,344,15,4.5
628,248,110,4.5
629,498,121,4.5
630,83,107,4.0
631,26,27,5.0
632,159,54,4.5
633,175,96,4.5
634,294,36,5.0
635,15,56,4.5
636,31,127,5.0
637,451,129,4.5
638,250,10,4.5
639,138,85,4.0
640,69,113,4.5
641,394,134,4.5
642,158,11,5.0
643,200,88,2.5
644,464,92,5.0
645,33,106,5.0
646,103,114,5.0
647,312,67,4.0
648,251,107,5.0
649,95,27,5.0
650,391,104,4.5
651,175,34,5.0
652,34,74,5.0
653,291,17,3.5
654,323,123,5.0
655,69,85,4.5
656,175,9,5.0
657,42,56,5.0
658,8,112,4.5
659,28,72,4.5
660,476,93,5.0
661,102,90,4.0
662,465,28,4.0
663,10,78,2.5
664,388,79,5.0
665,498,23,4.5
666,379,37,4.0
667,295,109,3.5
668,414,73,2.5
669,171,42,4.0
670,173,41,5.0
671,65,40,5.0
672,94,120,4.5
673,440,3,4.5
674,54,13,5.0
675,252,2,4.0
676,402,73,3.5
677,479,122,5.0
678,493,79,5.0
679,103,19,5.0
680,284,63,5.0
681,56,35,3.5
682,408,83,4.5
683,202,110,5.0
684,480,29,5.0
685,51,27,5.0
686,64,100,4.0
687,376,59,4.0
688,108,112,5.0
689,147,40,5.0
690,335,38,5.0
691,289,3,5.0
692,13,114,4.0
693,26,127,4.5
694,139,16,4.5
695,490,132,4.0
696,254,102,4.5
697,394,66,4.0
698,118,78,4.5
699,426,74,4.5
700,299,32,4.5
701,116,36,5.0
702,474,33,5.0
703,93,33,4.5
704,316,129,5.0
705,367,48,5.0
706,358,54,5.0
707,244,125,4.0
708,311,130,4.0
709,107,117,4.5
710,230,118,4.5
711,270,53,5.0
712,170,50,5.0
713,87,72,3.5
714,316,38,4.5
715,144,94,3.5
716,342,70,4.0
717,228,12,4.0
718,13,90,4.5
719,88,118,4.5
720,112,74,4.5
721,385,117,5.0
722,347,66,5.0
723,442,96,4.5
724,43,4,5.0
725,277,80,5.0
726,447,20,5.0
727,237,35,3.5
728,426,36,3.0
729,272,79,4.5
730,29,85,5.0
731,339,123,4.0
732,103,51,5.0
733,433,10,4.0
734,486,30,4.5
735,12,133,5.0
736,192,76,5.0
737,256,62,4.5
738,343,101,5.0
739,83,46,5.0
740,388,84,4.0
741,263,36,4.5
742,475,51,4.5
743,446,80,5.0
744,203,104,5.0
745,325,80,5.0
746,230,74,5.0
747,75,15,4.5
748,146,53,5.0
749,396,52,5.0
750,124,71,4.0
751,379,87,5.0
752,69,54,5.0
753,377,73,2.0
754,495,99,5.0
755,192,101,5.0
756,397,21,5.0
757,95,51,5.0
758,405,102,4.5
759,294,78,4.5
760,350,93,4.5
761,460,104,5.0
762,205,107,5.0
763,249,18,4.0
764,148,131,5.0
765,254,35,4.5
766,6,99,4.5
767,399,2,4.5
768,354,90,5.0
769,353,28,5.0
770,106,117,4.5
771,441,92,5.0
772,282,26,4.5
773,179,84,4.0
774,355,126,5.0
775,37,115,5.0
776,461,127,5.0
777,456,33,5.0
778,32,87,3.5
779,464,127,4.5
780,142,11,5.0
781,95,10,5.0
782,185,93,4.5
783,268,133,4.5
784,65,97,5.0
785,403,69,5.0
786,396,95,4.0
787,302,38,5.0
788,306,49,4.5
789,8,24,4.5
790,185,112,4.0
791,422,133,5.0
792,111,33,4.0
793,171,36,5.0
794,353,117,5.0
795,224,35,4.0
796,211,38,5.0
797,477,22,3.5
798,20,78,5.0
799,330,70,5.0
800,68,23,4.0
801,250,111,5.0
802,122,57,5.0
803,76,43,4.5
804,389,63,3.5
805,342,108,5.0
806,108,31,5.0
807,397,44,3.5
808,182,104,5.0
809,147,56,4.5
810,374,79,4.5
811,228,102,4.5
812,132,8,4.0
813,271,41,5.0
814,369,24,5.0
815,273,57,4.0
816,222,127,4.5
817,256,119,5.0
818,324,41,4.5
819,343,21,5.0
820,349,105,4.0
821,80,59,4.0
822,200,103,3.0
823,453,63,4.5
824,418,125,5.0
825,348,85,5.0
826,314,112,5.0
827,358,9,5.0
828,456,107,5.0
829,257,96,4.5
830,374,69,4.0
831,478,108,4.0
832,242,70,4.5
833,321,64,5.0
834,196,117,4.0
835,110,100,4.0
836,377,124,5.0
837,300,119,4.5
838,346,19,5.0
839,286,100,4.5
840,412,118,4.5
841,144,7,5.0
842,324,130,5.0
843,248,103,4.0
844,320,96,4.5
845,127,96,4.5
846,326,72,5.0
847,426,86,5.0
848,469,39,4.0
849,227,119,5.0
850,299,119,4.5
851,317,32,5.0
852,302,128,2.5
853,79,131,5.0
854,483,48,5.0
855,174,125,4.5
856,31,15,4.5
857,380,103,5.0
858,455,52,5.0
859,335,56,4.0
860,104,129,5.0
861,28,43,5.0
862,49,69,4.5
863,487,48,5.0
864,471,103,5.0
865,439,118,4.0
866,87,14,5.0
867,465,79,5.0
868,292,128,3.0
869,273,130,4.5
870,451,106,5.0
871,57,24,4.5
872,142,80,4.0
873,434,78,5.0
874,167,60,4.0
875,12,36,5.0
876,325,40,5.0
877,341,101,4.5
878,9,34,4.5
879,4,125,4.0
880,204,121,3.5
881,392,82,5.0
882,252,88,4.5
883,125,29,4.0
884,140,60,4.0
885,395,66,5.0
886,57,84,5.0
887,70,91,5.0
888,477,60,4.5
889,353,38,5.0
890,223,96,4.5
891,482,38,4.5
892,310,123,4.5
893,183,12,5.0
894,236,36,4.0
895,140,131,3.5
896,416,67,5.0
897,389,107,5.0
898,350,57,4.5
899,296,96,5.0
900,81,91,5.0
901,125,106,5.0
902,12,114,4.0
903,28,127,5.0
904,57,58,4.5
905,279,71,3.5
906,354,104,5.0
907,126,53,5.0
908,120,31,5.0
909,23,98,4.0
910,412,114,4.5
911,304,8,4.5
912,464,101,4.0
913,147,5,4.5
914,122,98,5.0
915,46,24,4.0
916,450,103,4.0
917,95,34,4.0
918,40,130,5.0
919,2,37,4.0
920,272,31,5.0
921,397,40,5.0
922,443,41,4.0
923,182,85,4.0
924,426,53,4.0
925,57,39,5.0
926,339,98,5.0
927,208,95,4.5
928,252,62,5.0
929,170,42,4.0
930,62,3,5.0
931,82,94,4.5
932,272,54,4.0
933,443,59,4.0
934,428,28,4.0
935,387,63,5.0
936,439,102,4.5
937,143,66,4.0
938,457,74,4.5
939,98,108,5.0
940,21,71,4.0
941,39,102,5.0
942,209,94,4.0
943,87,3,5.0
944,480,116,4.5
945,102,83,4.5
946,182,30,4.0
947,9,40,4.5
948,110,133,3.5
949,195,83,4.0
950,422,51,5.0
951,137,61,3.5
952,360,99,4.5
953,365,80,4.5
954,115,16,4.0
955,149,39,4.0
956,15,134,5.0
957,1,138,5.0
958,211,123,4.5
959,116,11,5.0
960,351,107,4.5
961,475,5,5.0
962,424,33,4.5
963,375,17,4.0
964,384,32,4.5
965,477,56,5.0
966,166,73,2.5
967,146,85,5.0
968,489,92,4.5
969,199,98,5.0
970,318,42,4.5
971,18,33,5.0
972,228,11,4.5
973,439,67,5.0
974,305,74,4.0
975,397,74,4.0
976,485,14,4.5
977,233,120,4.0
978,22,13,5.0
979,60,33,5.0
980,39,107,4.5
981,180,70,5.0
982,150,10,5.0
983,131,16,4.5
984,19,21,4.0
985,416,76,5.0
986,152,70,5.0
987,325,126,4.0
988,240,91,5.0
989,26,116,5.0
990,312,83,5.0
991,179,7,4.0
992,107,8,5.0
993,13,42,4.5
994,106,60,4.0
995,434,124,5.0
996,487,84,4.5
997,478,67,5.0
998,220,94,4.0
999,200,59,4.0
1000,150,18,4.0
1001,219,66,4.5
1002,262,2,4.5
1003,151,44,4.0
1004,207,11,5.0
1005,139,71,4.5
1006,264,98,4.5
1007,270,130,5.0
1008,265,54,5.0
1009,170,82,5.0
1010,323,134,5.0
1011,33,109,4.0
1012,25,127,5.0
1013,47,8,5.0
1014,71,43,5.0
1015,325,112,5.0
1016,45,28,4.0
1017,448,43,5.0
1018,311,134,5.0
1019,193,88,4.0
1020,342,73,4.0
1021,131,99,4.5
1022,171,18,5.0
1023,313,48,4.5
1024,397,22,4.5
1025,400,30,5.0
1026,487,15,5.0
1027,458,62,4.5
1028,26,15,5.0
1029,41,34,4.5
1030,92,26,4.5
1031,180,68,5.0
1032,162,74,5.0
1033,105,37,4.0
1034,268,95,4.0
1035,282,79,4.0
1036,124,102,4.0
1037,59,74,3.5
1038,465,47,5.0
1039,392,61,5.0
1040,486,26,4.0
1041,266,76,5.0
1042,342,16,4.5
1043,337,110,4.5
1044,240,106,4.0
1045,220,87,4.5
1046,44,69,4.5
1047,212,91,4.0
1048,179,33,4.5
1049,190,106,5.0
1050,370,62,4.5
1051,416,120,4.5
1052,372,27,4.5
1053,375,66,5.0
1054,299,53,3.5
1055,331,59,5.0
1056,446,75,4.5
1057,14,45,4.0
1058,485,114,4.5
1059,272,114,3.5
1060,392,31,5.0
1061,18,48,4.0
1062,122,5,4.0
1063,93,100,5.0
1064,237,88,4.5
1065,419,105,5.0
1066,93,125,5.0
1067,289,102,4.5
1068,67,40,5.0
1069,37,108,5.0
1070,116,115,4.0
1071,262,36,5.0
1072,195,23,4.0
1073,270,52,4.5
1074,192,111,4.5
1075,169,82,5.0
1076,411,10,5.0
1077,308,78,4.5
1078,259,117,5.0
1079,124,129,5.0
1080,330,114,4.0
1081,243,125,5.0
1082,16,132,3.5
1083,306,124,4.5
1084,194,35,3.5
1085,191,4,4.5
1086,35,11,5.0
1087,139,56,5.0
1088,486,40,5.0
1089,52,105,5.0
1090,79,100,3.5
1091,40,19,4.5
1092,439,64,5.0
1093,250,90,4.0
1094,49,2,4.5
1095,222,11,5.0
1096,52,21,4.0
1097,311,118,3.0
1098,147,46,4.5
1099,282,117,4.0
1100,417,88,5.0
1101,472,58,4.0
1102,260,13,4.5
1103,248,69,4.5
1104,435,21,5.0
1105,251,120,5.0
1106,272,35,4.0
1107,318,92,4.0
1108,158,28,4.0
1109,459,36,5.0
1110,487,98,4.5
1111,138,12,5.0
1112,14,102,5.0
1113,47,46,4.0
1114,142,72,4.5
1115,259,98,4.0
1116,379,28,3.5
1117,270,41,4.0
1118,379,126,4.0
1119,221,83,5.0
1120,401,121,5.0
1121,475,38,5.0
1122,469,133,5.0
1123,354,18,4.5
1124,458,112,4.0
1125,108,88,4.5
1126,142,127,4.5
1127,255,43,4.5
1128,234,59,4.5
1129,369,51,4.5
1130,423,70,5.0
1131,143,89,5.0
1132,33,58,5.0
1133,52,36,4.0
1134,157,104,5.0
1135,219,98,4.5
1136,213,60,5.0
1137,231,117,4.5
1138,169,66,5.0
1139,50,69,4.0
1140,433,93,5.0
1141,256,23,4.5
1142,175,45,4.5
1143,44,117,4.0
1144,252,12,5.0
1145,111,123,4.0
1146,212,121,4.0
1147,193,92,5.0
1148,68,133,5.0
1149,350,46,5.0
1150,230,42,5.0
1151,246,43,4.0
1152,405,89,5.0
1153,383,81,5.0
1154,252,101,5.0
1155,233,128,4.5
1156,85,69,5.0
1157,317,83,5.0
1158,464,11,5.0
1159,290,109,4.0
1160,143,28,4.0
1161,466,71,5.0
1162,35,27,4.5
1163,254,126,4.0
1164,345,39,5.0
1165,248,50,5.0
1166,6,28,5.0
1167,88,130,4.5
1168,350,106,4.0
1169,193,42,5.0
1170,324,2,4.5
1171,497,40,5.0
1172,386,43,5.0
1173,294,89,5.0
1174,492,23,4.5
1175,30,72,4.0
1176,1,42,4.0
1177,44,39,5.0
1178,269,29,4.0
1179,420,78,4.0
1180,211,64,4.5
1181,249,25,4.5
1182,160,94,4.5
1183,74,41,4.5
1184,450,106,4.5
1185,301,119,3.5
1186,358,119,3.5
1187,227,113,5.0
1188,110,96,4.5
1189,23,77,5.0
1190,40,43,3.0
1191,381,63,5.0
1192,192,116,4.5
1193,397,123,4.5
1194,120,69,5.0
1195,81,74,5.0
1196,71,6,5.0
1197,221,54,3.5
1198,122,29,4.5
1199,64,71,5.0
1200,101,105,4.0
1201,258,22,5.0
1202,458,12,4.0
1203,74,120,4.0
1204,264,90,5.0
1205,456,77,4.0
1206,455,121,5.0
1207,285,17,5.0
1208,187,10,4.0
1209,182,22,5.0
1210,451,23,4.0
1211,91,126,3.5
1212,482,35,5.0
1213,351,113,4.0
1214,50,114,4.5
1215,4,154,5.0
1216,500,22,5.0
1217,127,70,4.0
1218,50,122,5.0
1219,149,65,5.0
1220,16,107,4.5
1221,102,45,4.0
1222,274,78,5.0
1223,55,46,5.0
1224,427,96,4.0
1225,94,57,4.0
1226,158,72,5.0
1227,99,5,5.0
1228,376,128,3.5
1229,65,13,5.0
1230,324,27,4.5
1231,447,99,5.0
1232,248,33,5.0
1233,168,123,4.5
1234,388,66,4.0
1235,394,23,5.0
1236,267,41,4.5
1237,117,51,5.0
1238,86,102,5.0
1239,6,16,4.0
1240,183,50,5.0
1241,436,72,4.5
1242,147,55,4.5
1243,486,25,4.0
1244,396,11,5.0
1245,425,6,5.0
1246,70,112,5.0
1247,146,91,4.5
1248,3,224,4.0
1249,312,32,4.5
1250,181,102,4.0
1251,35,67,4.5
1252,169,87,5.0
1253,65,85,4.5
1254,431,118,4.5
1255,455,130,4.0
1256,146,35,3.0
1257,219,53,4.5
1258,8,97,3.5
1259,182,134,5.0
1260,231,47,5.0
1261,423,71,4.5
1262,17,92,4.5
1263,461,25,5.0
1264,201,51,5.0
1265,397,2,5.0
1266,300,65,4.0
1267,266,118,3.0
1268,331,100,5.0
1269,132,121,4.5
1270,120,112,5.0
1271,296,118,5.0
1272,27,12,5.0
1273,219,6,5.0
1274,8,109,5.0
1275,153,92,4.0
1276,256,18,4.0
1277,329,100,3.5
1278,440,102,5.0
1279,434,102,4.5
1280,40,10,4.5
1281,256,96,4.0
1282,1,127,2.0
1283,117,40,5.0
1284,483,107,4.0
1285,477,74,4.5
1286,361,72,4.0
1287,17,119,5.0
1288,203,131,5.0
1289,435,107,4.5
1290,354,76,5.0
1291,481,71,5.0
1292,23,101,5.0
1293,124,54,5.0
1294,95,13,4.0
1295,196,42,5.0
1296,455,57,4.5
1297,129,82,5.0
1298,296,110,4.5
1299,153,110,5.0
1300,62,80,4.5
1301,155,43,5.0
1302,294,39,5.0
1303,174,85,4.5
1304,393,126,4.5
1305,131,37,5.0
1306,256,13,5.0
1307,468,12,4.0
1308,323,24,4.5
1309,265,129,4.5
1310,63,15,4.0
1311,137,131,4.5
1312,335,5,5.0
1313,423,127,4.5
1314,313,61,5.0
1315,442,119,5.0
1316,104,69,5.0
1317,113,94,4.0
1318,353,43,5.0
1319,2,12,5.0
1320,47,50,4.5
1321,375,113,4.5
1322,460,114,4.5
1323,462,7,5.0
1324,290,111,4.5
1325,13,15,5.0
1326,77,107,5.0
1327,150,129,4.5
1328,336,38,5.0
1329,494,65,4.0
1330,338,10,4.0
1331,292,99,5.0
1332,420,62,4.5
1333,76,96,4.5
1334,451,2,5.0
1335,367,104,5.0
1336,121,44,4.5
1337,68,21,4.0
1338,475,43,4.0
1339,70,89,5.0
1340,100,23,5.0
1341,87,125,4.5
1342,426,96,4.0
1343,474,41,5.0
1344,132,107,5.0
1345,468,91,5.0
1346,312,55,4.5
1347,147,132,3.5
1348,296,134,4.5
1349,208,121,5.0
1350,41,90,5.0
1351,441,88,4.0
1352,258,95,3.5
1353,158,74,4.0
1354,414,8,4.5
1355,420,91,4.5
1356,178,62,5.0
1357,447,64,5.0
1358,36,40,4.5
1359,243,32,4.5
1360,417,22,4.5
